model,regime,case,params,mean_rmse,fold0_rmse,fold1_rmse,fold2_rmse
HistGradientBoosting,charging,case2_solar,"{""l2_regularization"": 1.0, ""learning_rate"": 0.1, ""max_depth"": null, ""max_iter"": 800, ""min_samples_leaf"": 5}",4.317764848876446,7.2620112171581255,1.8553167359350746,3.835966593536137
HistGradientBoosting,charging,case2_solar,"{""l2_regularization"": 0.0, ""learning_rate"": 0.1, ""max_depth"": null, ""max_iter"": 800, ""min_samples_leaf"": 15}",4.435995223452982,7.295222492650936,2.341892968013653,3.6708702096943546
HistGradientBoosting,charging,case2_solar,"{""l2_regularization"": 1.0, ""learning_rate"": 0.1, ""max_depth"": null, ""max_iter"": 800, ""min_samples_leaf"": 15}",4.445057613363214,7.401924382996815,2.3574991100327893,3.5757493470600354
HistGradientBoosting,charging,case3_lags,"{""l2_regularization"": 0.0, ""learning_rate"": 0.03, ""max_depth"": 4, ""max_iter"": 300, ""min_samples_leaf"": 5}",3.011254868977673,5.2259975191419965,0.21083562293240254,3.59693146485862
HistGradientBoosting,charging,case3_lags,"{""l2_regularization"": 1.0, ""learning_rate"": 0.03, ""max_depth"": 4, ""max_iter"": 300, ""min_samples_leaf"": 5}",2.986801986031931,5.366683352514828,0.20346007982971792,3.3902625257512473
HistGradientBoosting,charging,case3_lags,"{""l2_regularization"": 0.0, ""learning_rate"": 0.03, ""max_depth"": 4, ""max_iter"": 300, ""min_samples_leaf"": 15}",2.9386224675381087,5.4101082217430125,0.6599671624708852,2.7457920184004285
HistGradientBoosting,charging,case3_lags,"{""l2_regularization"": 1.0, ""learning_rate"": 0.03, ""max_depth"": 4, ""max_iter"": 300, ""min_samples_leaf"": 15}",2.909637659146849,5.447008835111984,0.6526318501688236,2.6292722921597393
HistGradientBoosting,charging,case3_lags,"{""l2_regularization"": 0.0, ""learning_rate"": 0.03, ""max_depth"": 8, ""max_iter"": 300, ""min_samples_leaf"": 5}",3.007112001791429,5.166574524996942,0.22725778022327595,3.62750370015407
HistGradientBoosting,charging,case3_lags,"{""l2_regularization"": 1.0, ""learning_rate"": 0.03, ""max_depth"": 8, ""max_iter"": 300, ""min_samples_leaf"": 5}",2.9816657336851144,5.386102211588903,0.2001272898621578,3.3587676996042832
HistGradientBoosting,charging,case3_lags,"{""l2_regularization"": 0.0, ""learning_rate"": 0.03, ""max_depth"": 8, ""max_iter"": 300, ""min_samples_leaf"": 15}",2.924226080414084,5.37761730802152,0.643674289920895,2.751386643299837
HistGradientBoosting,charging,case3_lags,"{""l2_regularization"": 1.0, ""learning_rate"": 0.03, ""max_depth"": 8, ""max_iter"": 300, ""min_samples_leaf"": 15}",2.896796186869795,5.4420495106834235,0.6139672766704035,2.6343717732555585
HistGradientBoosting,charging,case3_lags,"{""l2_regularization"": 0.0, ""learning_rate"": 0.03, ""max_depth"": null, ""max_iter"": 300, ""min_samples_leaf"": 5}",3.00692943951066,5.1669126921767035,0.22651239110916113,3.627363235246114
HistGradientBoosting,charging,case3_lags,"{""l2_regularization"": 1.0, ""learning_rate"": 0.03, ""max_depth"": null, ""max_iter"": 300, ""min_samples_leaf"": 5}",2.981415566545291,5.38456357918866,0.2001133688458356,3.359569751601377
HistGradientBoosting,charging,case3_lags,"{""l2_regularization"": 0.0, ""learning_rate"": 0.03, ""max_depth"": null, ""max_iter"": 300, ""min_samples_leaf"": 15}",2.9247211431738847,5.379102496300921,0.643674289920895,2.751386643299837
HistGradientBoosting,charging,case3_lags,"{""l2_regularization"": 1.0, ""learning_rate"": 0.03, ""max_depth"": null, ""max_iter"": 300, ""min_samples_leaf"": 15}",2.8968482164278817,5.4421891293136175,0.6139837467144682,2.6343717732555585
HistGradientBoosting,charging,case3_lags,"{""l2_regularization"": 0.0, ""learning_rate"": 0.1, ""max_depth"": 4, ""max_iter"": 300, ""min_samples_leaf"": 5}",3.0323233674922836,5.226651132682468,0.23575768387051413,3.6345612859238687
HistGradientBoosting,charging,case3_lags,"{""l2_regularization"": 1.0, ""learning_rate"": 0.1, ""max_depth"": 4, ""max_iter"": 300, ""min_samples_leaf"": 5}",3.052536253088548,5.3612293495728816,0.2349299304302068,3.5614494792625555
HistGradientBoosting,charging,case3_lags,"{""l2_regularization"": 0.0, ""learning_rate"": 0.1, ""max_depth"": 4, ""max_iter"": 300, ""min_samples_leaf"": 15}",3.0078766632510976,5.300495866904355,0.9053402670119375,2.8177938558369986
HistGradientBoosting,charging,case3_lags,"{""l2_regularization"": 1.0, ""learning_rate"": 0.1, ""max_depth"": 4, ""max_iter"": 300, ""min_samples_leaf"": 15}",2.9620032589444185,5.306026421848393,0.9491126051180014,2.6308707498668604
HistGradientBoosting,charging,case3_lags,"{""l2_regularization"": 0.0, ""learning_rate"": 0.1, ""max_depth"": 8, ""max_iter"": 300, ""min_samples_leaf"": 5}",3.029439839585946,5.172452516485042,0.24510326918668313,3.670763733086114
HistGradientBoosting,charging,case3_lags,"{""l2_regularization"": 1.0, ""learning_rate"": 0.1, ""max_depth"": 8, ""max_iter"": 300, ""min_samples_leaf"": 5}",3.0917632477284958,5.473526287024508,0.22937636436100886,3.5723870917999703
